event_dt,campaign_id,channel,contact_id,persona,subject,opened,clicked,unsubscribed
2025-09-14,CMP-07,sms,698,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,715,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,542,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,486,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,1092,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,947,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,500,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,1048,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,321,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,426,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,706,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,1073,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,140,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,887,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,1182,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,150,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,741,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1045,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,351,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,795,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,674,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,843,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,782,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,849,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,288,Loyal Advocate,,1,1,0
2025-09-14,CMP-07,sms,666,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1127,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,826,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,408,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,308,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,536,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,813,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,517,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,457,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,16,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,890,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,547,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,176,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,958,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,125,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,564,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,860,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,802,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,671,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,928,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,178,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,549,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,672,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,1086,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,249,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,226,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,349,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,1080,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,18,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,689,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,700,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,312,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,769,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,812,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,261,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,682,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,73,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,930,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,569,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,112,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,773,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,507,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,647,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,26,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,907,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,926,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,429,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,568,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1088,Loyal Advocate,,1,1,0
2025-09-14,CMP-07,sms,978,Loyal Advocate,,1,1,0
2025-09-14,CMP-07,sms,42,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,1152,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1199,Skeptical Researcher,,1,1,0
2025-09-14,CMP-07,sms,371,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,213,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,781,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,154,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,158,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,294,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,1051,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,949,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,888,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,622,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,234,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,177,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,639,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,592,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,985,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,1166,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,806,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,1041,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,799,Value Seeker,,1,1,0
2025-09-14,CMP-07,sms,346,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,232,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,332,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,803,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,913,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,30,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,521,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,220,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,395,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,649,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,1117,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,999,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,144,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,425,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,695,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,523,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,491,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,48,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,87,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,734,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,905,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,1164,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,78,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,660,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,118,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,24,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,540,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,1039,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,550,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,214,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,129,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,729,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,161,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,882,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,1192,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,428,Busy Buyer,,1,1,0
2025-09-14,CMP-07,sms,64,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,9,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,889,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,690,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,558,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,204,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,776,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,683,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,686,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,290,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,973,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,139,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,219,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,786,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,406,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,1161,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,727,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,446,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,677,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,1052,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,282,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,324,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,284,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,972,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,143,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,996,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,1014,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,768,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,165,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,1027,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,531,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,891,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,405,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,522,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,618,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,17,Value Seeker,,0,0,1
2025-09-14,CMP-07,sms,1141,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,578,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,1081,Value Seeker,,1,1,0
2025-09-14,CMP-07,sms,875,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,719,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,326,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1000,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,617,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,323,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,605,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,670,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,285,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,665,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,400,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,866,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,863,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,1177,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,904,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,225,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,470,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,1143,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,702,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1008,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,675,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,362,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,387,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,404,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,1172,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,794,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,814,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,609,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,451,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,1061,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,1167,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,779,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,761,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,45,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,961,Busy Buyer,,1,1,0
2025-09-14,CMP-07,sms,1190,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,365,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,846,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1153,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,466,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,1064,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,269,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,114,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,1062,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,416,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,652,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,145,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,411,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,459,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,722,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,190,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,493,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,320,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,85,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,29,Value Seeker,,1,1,0
2025-09-14,CMP-07,sms,744,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,582,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,291,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,678,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,119,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,801,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,238,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,994,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,997,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,575,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,968,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1058,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,41,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,584,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,751,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,342,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,203,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,350,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,828,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,1056,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,430,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,745,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,1020,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,1066,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,1047,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,711,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,127,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,804,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,360,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,835,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,624,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,180,Value Seeker,,0,0,1
2025-09-14,CMP-07,sms,980,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,657,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,783,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,1131,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,970,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,993,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,1053,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,74,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,756,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,606,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,187,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,855,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,597,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,438,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,586,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,680,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,557,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,525,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,610,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1198,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,325,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,124,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,851,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,483,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,561,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,221,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,880,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,602,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,1110,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,1067,Value Seeker,,1,1,0
2025-09-14,CMP-07,sms,431,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,1063,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,215,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,570,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1076,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1132,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,861,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,951,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1094,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,815,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,1189,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,1146,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,631,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,152,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,910,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,35,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,375,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,6,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,1099,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,778,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,684,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,162,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,780,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1104,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,131,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,1115,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1106,Value Seeker,,1,1,0
2025-09-14,CMP-07,sms,487,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,1029,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,945,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1084,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,571,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,716,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,1173,Busy Buyer,,1,1,0
2025-09-14,CMP-07,sms,476,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,2,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,299,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,1191,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,845,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,382,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,307,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,239,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,424,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,339,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,630,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,766,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,883,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,749,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,831,Busy Buyer,,1,1,0
2025-09-14,CMP-07,sms,265,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,1122,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,1158,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,1129,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,935,Value Seeker,,1,1,0
2025-09-14,CMP-07,sms,501,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,1133,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,581,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,99,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,874,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,870,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1188,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,306,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,372,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,70,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,104,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,1040,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,939,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,1,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1034,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,775,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,242,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,255,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,724,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,1160,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,1089,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,398,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,334,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,179,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,733,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,489,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,1010,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,418,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,84,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,809,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,607,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,22,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,655,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,830,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,1142,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,14,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,244,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,504,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,520,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,975,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,93,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,824,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,635,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,940,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,1069,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1138,Skeptical Researcher,,1,0,0
2025-09-14,CMP-07,sms,567,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,1101,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,319,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,218,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1070,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,100,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,755,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,1105,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,871,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,1140,Loyal Advocate,,1,0,0
2025-09-14,CMP-07,sms,336,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,262,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,1176,Value Seeker,,1,0,0
2025-09-14,CMP-07,sms,699,Busy Buyer,,0,0,0
2025-09-14,CMP-07,sms,39,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,495,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,210,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,865,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,380,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,1150,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,1090,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,419,Skeptical Researcher,,0,0,0
2025-09-14,CMP-07,sms,1174,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,413,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,247,Value Seeker,,0,0,0
2025-09-14,CMP-07,sms,427,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,742,Loyal Advocate,,0,0,0
2025-09-14,CMP-07,sms,833,Busy Buyer,,1,0,0
2025-09-14,CMP-07,sms,116,Value Seeker,,0,0,0
